sentence id,sentence,PLL score,nr. of tokens
tensor(69),The airplane steered the pilot.,-37.5054817199707,6
tensor(70),The airplane was steered by the pilot.,-34.02618408203125,8
tensor(71),The pilot was steered by the airplane.,-39.71869659423828,8
tensor(72),The aviator maneuvered the jet.,-41.737159729003906,8
tensor(73),The jet maneuvered the aviator.,-47.904296875,8
tensor(74),The jet was maneuvered by the aviator.,-45.229339599609375,10
tensor(75),The aviator was maneuvered by the jet.,-47.15364074707031,10
tensor(76),The chef sauteed the squid.,-38.04986572265625,8
tensor(77),The squid sauteed the chef.,-51.219120025634766,8
tensor(78),The squid was sauteed by the chef.,-44.777618408203125,10
tensor(79),The chef was sauteed by the squid.,-50.87931823730469,10
tensor(80),The cook grilled the octopus.,-35.71892547607422,7
tensor(81),The octopus grilled the cook.,-44.63056945800781,7
tensor(82),The octopus was grilled by the cook.,-43.33043670654297,9
tensor(83),The cook was grilled by the octopus.,-44.384239196777344,9
tensor(84),The ship captain promised the triumph.,-46.32560729980469,7
tensor(85),The triumph promised the ship captain.,-48.29825210571289,7
tensor(86),The triumph was promised by the ship captain.,-48.06454086303711,9
tensor(87),The ship captain was promised by the triumph.,-56.3250732421875,9
tensor(88),The skipper guaranteed the victory.,-37.29704666137695,7
tensor(89),The victory guaranteed the skipper.,-42.58937072753906,7
tensor(90),The victory was guaranteed by the skipper.,-40.879783630371094,9
tensor(91),The skipper was guaranteed by the victory.,-49.407257080078125,9
tensor(92),The milliner adorned the fedora.,-48.74281311035156,8
tensor(93),The fedora adorned the milliner.,-45.499473571777344,8
tensor(94),The fedora was adorned by the milliner.,-47.58867645263672,10
tensor(95),The milliner was adorned by the fedora.,-53.7931022644043,10
tensor(96),The hatter decorated the bowler.,-48.224327087402344,8
tensor(97),The bowler decorated the hatter.,-47.449188232421875,8
tensor(98),The bowler was decorated by the hatter.,-51.636131286621094,10
tensor(99),The hatter was decorated by the bowler.,-49.11649703979492,10
tensor(100),The serviceman hoisted the flag.,-33.978580474853516,8
tensor(101),The flag hoisted the serviceman.,-43.258201599121094,8
tensor(102),The flag was hoisted by the serviceman.,-37.25510787963867,10
tensor(103),The serviceman was hoisted by the flag.,-42.75691223144531,10
tensor(104),The soldier raised the banner.,-32.16633605957031,6
tensor(105),The banner raised the soldier.,-38.47712707519531,6
tensor(106),The banner was raised by the soldier.,-37.893470764160156,8
tensor(107),The soldier was raised by the banner.,-44.61629104614258,8
tensor(108),The agent failed the mission.,-36.17318344116211,6
tensor(109),The mission failed the agent.,-39.20319366455078,6
tensor(110),The mission was failed by the agent.,-37.892181396484375,8
tensor(111),The agent was failed by the mission.,-42.234474182128906,8
tensor(112),The operative blew the assignment.,-41.854007720947266,6
tensor(113),The assignment blew the operative.,-46.37649154663086,6
tensor(114),The assignment was blown by the operative.,-47.198612213134766,8
tensor(115),The operative was blown by the assignment.,-48.349998474121094,8
tensor(116),The anchorman garbled the expression.,-45.76768112182617,8
tensor(117),The expression garbled the anchorman.,-50.272117614746094,8
tensor(118),The expression was garbled by the anchorman.,-44.544029235839844,10
tensor(119),The anchorman was garbled by the expression.,-52.099605560302734,10
tensor(120),The announcer mispronounced the word.,-32.3623161315918,8
tensor(121),The word mispronounced the announcer.,-48.603607177734375,8
tensor(122),The word was mispronounced by the announcer.,-34.7000732421875,10
tensor(123),The announcer was mispronounced by the word.,-47.67498016357422,10
tensor(124),The author finished the novel.,-28.69084358215332,6
tensor(125),The novel finished the author.,-38.46453094482422,6
tensor(126),The novel was finished by the author.,-33.763423919677734,8
tensor(127),The author was finished by the novel.,-41.094940185546875,8
tensor(128),The writer completed the book.,-32.12866973876953,6
tensor(129),The book completed the writer.,-39.52401351928711,6
tensor(130),The book was completed by the writer.,-33.10130310058594,8
tensor(131),The writer was completed by the book.,-40.45022201538086,8
tensor(132),The financier sponsored the project.,-35.01444625854492,8
tensor(133),The project sponsored the financier.,-42.84093475341797,8
tensor(134),The project was sponsored by the financier.,-37.30324172973633,10
tensor(135),The financier was sponsored by the project.,-42.44236755371094,10
tensor(136),The banker funded the program.,-40.25251770019531,6
tensor(137),The program funded the banker.,-40.834014892578125,6
tensor(138),The program was funded by the banker.,-39.857357025146484,8
tensor(139),The banker was funded by the program.,-43.04363250732422,8
tensor(140),The tourist exited the bus.,-33.94564437866211,6
tensor(141),The bus exited the tourist.,-42.3637580871582,6
tensor(142),The bus was exited by the tourist.,-45.31077575683594,8
tensor(143),The tourist was exited by the bus.,-44.94660186767578,8
tensor(144),The vacationer left the shuttle.,-41.09647750854492,7
tensor(145),The shuttle left the vacationer.,-47.66197204589844,7
tensor(146),The shuttle was left by the vacationer.,-49.27693176269531,9
tensor(147),The vacationer was left by the shuttle.,-48.74675750732422,9
tensor(148),The dietitian loathed the jam.,-47.232757568359375,9
tensor(149),The jam loathed the dietitian.,-55.09532928466797,9
tensor(150),The jam was loathed by the dietitian.,-53.025821685791016,11
tensor(151),The dietitian was loathed by the jam.,-54.53720474243164,11
tensor(152),The nutritionist detested the marmalade.,-46.9832649230957,10
tensor(153),The marmalade detested the nutritionist.,-54.96038818359375,10
tensor(154),The marmalade was detested by the nutritionist.,-48.78874206542969,12
tensor(155),The nutritionist was detested by the marmalade.,-56.15761184692383,12
tensor(156),The scientist discovered the cure.,-32.10114288330078,6
tensor(157),The cure discovered the scientist.,-43.918907165527344,6
tensor(158),The cure was discovered by the scientist.,-37.68490219116211,8
tensor(159),The scientist was discovered by the cure.,-41.843448638916016,8
tensor(160),The researcher found the remedy.,-36.79873275756836,6
tensor(161),The remedy found the researcher.,-39.867366790771484,6
tensor(162),The remedy was found by the researcher.,-37.66923904418945,8
tensor(163),The researcher was found by the remedy.,-45.35335159301758,8
tensor(164),The doctor closed the school.,-33.685455322265625,6
tensor(165),The school closed the doctor.,-35.64582824707031,6
tensor(166),The school was closed by the doctor.,-33.967010498046875,8
tensor(167),The doctor was closed by the school.,-36.43633270263672,8
tensor(168),The maid lifted the cushion.,-37.039268493652344,6
tensor(169),The cushion lifted the maid.,-44.02085876464844,6
tensor(170),The cushion was lifted by the maid.,-44.7067985534668,8
tensor(171),The maid was lifted by the cushion.,-42.40791320800781,8
tensor(172),The servant wiped the sink.,-39.780120849609375,6
tensor(173),The sink wiped the servant.,-50.278778076171875,6
tensor(174),The sink was wiped by the servant.,-45.96412658691406,8
tensor(175),The servant was wiped by the sink.,-43.23706817626953,8
tensor(176),The domestic cleaned the wash basin.,-49.264869689941406,7
tensor(177),The wash basin cleaned the domestic.,-53.68333053588867,7
tensor(178),The wash basin was cleaned by the domestic.,-49.80438232421875,9
tensor(179),The domestic was cleaned by the wash basin.,-51.396541595458984,9
tensor(180),The friend donned the pullover.,-40.51538848876953,8
tensor(181),The pullover donned the friend.,-54.83268356323242,8
tensor(182),The pullover was donned by the friend.,-49.71532440185547,10
tensor(183),The friend was donned by the pullover.,-56.02109146118164,10
tensor(184),The convalescent took the pill.,-38.45655822753906,8
tensor(185),The pill took the convalescent.,-42.8344841003418,8
tensor(186),The pill was taken by the convalescent.,-44.01933288574219,10
tensor(187),The convalescent was taken by the pill.,-48.55336380004883,10
tensor(188),The patient swallowed the medicine.,-32.00212097167969,6
tensor(189),The medicine swallowed the patient.,-39.88343811035156,6
tensor(190),The medicine was swallowed by the patient.,-35.67600631713867,8
tensor(191),The patient was swallowed by the medicine.,-39.35319519042969,8
tensor(192),The hoarder hid the stash.,-38.974273681640625,7
tensor(193),The stash hid the hoarder.,-43.88194274902344,7
tensor(194),The stash was hidden by the hoarder.,-40.135108947753906,9
tensor(195),The hoarder was hidden by the stash.,-45.63246154785156,9
tensor(196),The packrat concealed the stockpile.,-47.519466400146484,7
tensor(197),The stockpile concealed the packrat.,-53.523414611816406,7
tensor(198),The stockpile was concealed by the packrat.,-52.595062255859375,9
tensor(199),The packrat was concealed by the stockpile.,-54.626319885253906,9
tensor(200),The reporter abandoned the story.,-29.146053314208984,6
tensor(201),The story abandoned the reporter.,-38.18053436279297,6
tensor(202),The story was abandoned by the reporter.,-34.664039611816406,8
tensor(203),The reporter was abandoned by the story.,-36.3510627746582,8
tensor(204),The journalist ditched the article.,-35.290000915527344,7
tensor(205),The article ditched the journalist.,-40.15177917480469,7
tensor(206),The article was ditched by the journalist.,-38.71586990356445,9
tensor(207),The journalist was ditched by the article.,-43.69535446166992,9
tensor(208),The carnivore ate the steak.,-37.02961349487305,7
tensor(209),The steak ate the carnivore.,-41.60087203979492,7
tensor(210),The steak was eaten by the carnivore.,-43.432762145996094,9
tensor(211),The carnivore was eaten by the steak.,-45.151344299316406,9
tensor(212),The meat-eater devoured the filet.,-44.08286666870117,11
tensor(213),The filet devoured the meat-eater.,-49.929996490478516,11
tensor(214),The filet was devoured by the meat-eater.,-48.905548095703125,13
tensor(215),The meat-eater was devoured by the filet.,-51.97868347167969,13
tensor(216),The man drank the soda.,-32.213905334472656,6
tensor(217),The soda drank the man.,-40.41914367675781,6
tensor(218),The soda was drunk by the man.,-38.09127426147461,8
tensor(219),The man was drunk by the soda.,-42.14297103881836,8
tensor(220),The teacher bought the laptop.,-34.43452072143555,6
tensor(221),The laptop bought the teacher.,-41.235145568847656,6
tensor(222),The laptop was bought by the teacher.,-35.68688201904297,8
tensor(223),The teacher was bought by the laptop.,-45.62925338745117,8
tensor(224),The instructor purchased the computer.,-36.734291076660156,6
tensor(225),The computer purchased the instructor.,-45.538047790527344,6
tensor(226),The computer was purchased by the instructor.,-38.920806884765625,8
tensor(227),The instructor was purchased by the computer.,-46.194671630859375,8
tensor(228),The lady cooked the supper.,-36.870758056640625,6
tensor(229),The supper cooked the lady.,-39.8751220703125,6
tensor(230),The supper was cooked by the lady.,-37.794254302978516,8
tensor(231),The lady was cooked by the supper.,-43.140708923339844,8
tensor(232),The woman prepared the dinner.,-31.41799545288086,6
tensor(233),The dinner prepared the woman.,-39.16101837158203,6
tensor(234),The dinner was prepared by the woman.,-35.518775939941406,8
tensor(235),The woman was prepared by the dinner.,-41.928810119628906,8
tensor(236),The traveler lost the souvenir.,-40.686866760253906,7
tensor(237),The souvenir lost the traveler.,-44.22474670410156,7
tensor(238),The souvenir was lost by the traveler.,-42.543365478515625,9
tensor(239),The traveler was lost by the souvenir.,-49.98360061645508,9
tensor(240),The sightseer misplaced the memento.,-47.008506774902344,10
tensor(241),The memento misplaced the sightseer.,-56.751014709472656,10
tensor(242),The memento was misplaced by the sightseer.,-48.305580139160156,12
tensor(243),The sightseer was misplaced by the memento.,-56.85443115234375,12
tensor(244),The comedian confirmed the itinerary.,-39.77244567871094,7
tensor(245),The itinerary confirmed the comedian.,-42.22356414794922,7
tensor(246),The itinerary was confirmed by the comedian.,-41.19013214111328,9
tensor(247),The comedian was confirmed by the itinerary.,-47.22014617919922,9
tensor(248),The humorist verified the schedule.,-47.09856033325195,7
tensor(249),The schedule verified the humorist.,-52.0333137512207,7
tensor(250),The schedule was verified by the humorist.,-50.98869323730469,9
tensor(251),The humorist was verified by the schedule.,-51.87246322631836,9
tensor(252),The woodworker skimmed the brochure.,-42.946441650390625,9
tensor(253),The brochure skimmed the woodworker.,-53.16916275024414,9
tensor(254),The brochure was skimmed by the woodworker.,-50.20650863647461,11
tensor(255),The woodworker was skimmed by the brochure.,-57.542640686035156,11
tensor(256),The guide reached the target.,-33.459999084472656,6
tensor(257),The target reached the guide.,-39.84340286254883,6
tensor(258),The target was reached by the guide.,-41.4796028137207,8
tensor(259),The guide was reached by the target.,-42.619590759277344,8
tensor(260),The townsperson farmed the grain.,-46.76860809326172,9
tensor(261),The grain farmed the townsperson.,-54.404083251953125,9
tensor(262),The grain was farmed by the townsperson.,-49.15920639038086,11
tensor(263),The townsperson was farmed by the grain.,-57.964561462402344,11
tensor(264),The villager cultivated the crop.,-37.680809020996094,7
tensor(265),The crop cultivated the villager.,-48.59250259399414,7
tensor(266),The crop was cultivated by the villager.,-40.4620361328125,9
tensor(267),The villager was cultivated by the crop.,-47.13469696044922,9
tensor(268),The mentor revised the manuscript.,-38.984222412109375,6
tensor(269),The manuscript revised the mentor.,-46.013553619384766,6
tensor(270),The manuscript was revised by the mentor.,-39.2859992980957,8
tensor(271),The mentor was revised by the manuscript.,-47.57338333129883,8
tensor(272),The advisor edited the paper.,-36.540550231933594,6
tensor(273),The paper edited the advisor.,-43.187198638916016,6
tensor(274),The paper was edited by the advisor.,-37.86878204345703,8
tensor(275),The advisor was edited by the paper.,-44.705413818359375,8
tensor(276),The accountant made the chart.,-37.71119689941406,6
tensor(277),The chart made the accountant.,-45.545101165771484,6
tensor(278),The chart was made by the accountant.,-38.76424026489258,8
tensor(279),The accountant was made by the chart.,-49.576759338378906,8
tensor(280),The bookkeeper created the graph.,-39.75591278076172,7
tensor(281),The graph created the bookkeeper.,-44.97582244873047,7
tensor(282),The graph was created by the bookkeeper.,-40.01316452026367,9
tensor(283),The bookkeeper was created by the graph.,-49.626319885253906,9
tensor(284),The logger felled the pine tree.,-39.72917938232422,8
tensor(285),The pine tree felled the logger.,-43.154300689697266,8
tensor(286),The pine tree was felled by the logger.,-41.3455696105957,10
tensor(287),The logger was felled by the pine tree.,-44.49757766723633,10
tensor(288),The tycoon ran the company.,-33.41115188598633,7
tensor(289),The company ran the tycoon.,-38.993934631347656,7
tensor(290),The company was run by the tycoon.,-35.57643127441406,9
tensor(291),The tycoon was run by the company.,-45.96051025390625,9
tensor(292),The mogul governed the corporation.,-44.11358642578125,6
tensor(293),The corporation governed the mogul.,-41.46494674682617,6
tensor(294),The corporation was governed by the mogul.,-44.63045120239258,8
tensor(295),The mogul was governed by the corporation.,-47.43402099609375,8
tensor(296),The campaigner biased the ballot.,-45.640689849853516,6
tensor(297),The ballot biased the campaigner.,-47.60728073120117,6
tensor(298),The ballot was biased by the campaigner.,-48.10981369018555,8
tensor(299),The campaigner was biased by the ballot.,-51.8490104675293,8
tensor(300),The activist prejudiced the vote.,-44.1346435546875,7
tensor(301),The vote prejudiced the activist.,-46.24332809448242,7
tensor(302),The vote was prejudiced by the activist.,-48.75101089477539,9
tensor(303),The activist was prejudiced by the vote.,-49.05391311645508,9
tensor(304),The stewardess pulled the suitcase.,-35.415672302246094,8
tensor(305),The suitcase pulled the stewardess.,-44.509090423583984,8
tensor(306),The suitcase was pulled by the stewardess.,-41.72938537597656,10
tensor(307),The stewardess was pulled by the suitcase.,-42.587440490722656,10
tensor(308),The flight-attendant dragged the luggage.,-47.73114013671875,9
tensor(309),The luggage dragged the flight-attendant.,-52.79589080810547,9
tensor(310),The luggage was dragged by the flight-attendant.,-47.915252685546875,11
tensor(311),The flight-attendant was dragged by the luggage.,-46.228355407714844,11
tensor(312),The congressman delivered the speech.,-30.692359924316406,6
tensor(313),The speech delivered the congressman.,-41.00922393798828,6
tensor(314),The speech was delivered by the congressman.,-33.024200439453125,8
tensor(315),The congressman was delivered by the speech.,-45.16007614135742,8
tensor(316),The representative gave the address.,-34.76496505737305,6
tensor(317),The address gave the representative.,-41.55402755737305,6
tensor(318),The address was given by the representative.,-37.06426239013672,8
tensor(319),The representative was given by the address.,-44.540523529052734,8
tensor(320),The sheriff inspected the estate.,-37.75260925292969,6
tensor(321),The estate inspected the sheriff.,-46.333343505859375,6
tensor(322),The estate was inspected by the sheriff.,-39.343658447265625,8
tensor(323),The sheriff was inspected by the estate.,-47.72808837890625,8
tensor(324),The constable examined the property.,-34.0883903503418,7
tensor(325),The property examined the constable.,-50.89434051513672,7
tensor(326),The property was examined by the constable.,-40.99628829956055,9
tensor(327),The constable was examined by the property.,-45.582977294921875,9
tensor(328),The celebrity signed the photograph.,-37.079322814941406,6
tensor(329),The photograph signed the celebrity.,-46.875213623046875,6
tensor(330),The photograph was signed by the celebrity.,-36.657501220703125,8
tensor(331),The celebrity was signed by the photograph.,-46.234352111816406,8
tensor(332),The star autographed the picture.,-35.401180267333984,7
tensor(333),The picture autographed the star.,-43.11212921142578,7
tensor(334),The picture was autographed by the star.,-35.9354248046875,9
tensor(335),The star was autographed by the picture.,-43.23241424560547,9
tensor(336),The nanny tutored the boy.,-37.82661056518555,8
tensor(337),The boy tutored the nanny.,-40.49333953857422,8
tensor(338),The boy was tutored by the nanny.,-38.77684020996094,10
tensor(339),The nanny was tutored by the boy.,-43.51377868652344,10
tensor(340),The governess instructed the lad.,-41.60439682006836,7
tensor(341),The lad instructed the governess.,-43.82480239868164,7
tensor(342),The lad was instructed by the governess.,-44.356231689453125,9
tensor(343),The governess was instructed by the lad.,-43.52967834472656,9
tensor(344),The blackmailer threatened the senator.,-37.960147857666016,7
tensor(345),The senator threatened the blackmailer.,-40.327049255371094,7
tensor(346),The senator was threatened by the blackmailer.,-41.723541259765625,9
tensor(347),The blackmailer was threatened by the senator.,-43.29956817626953,9
tensor(348),The extortionist menaced the legislator.,-48.9655876159668,8
tensor(349),The legislator menaced the extortionist.,-47.75051498413086,8
tensor(350),The legislator was menaced by the extortionist.,-47.5366096496582,10
tensor(351),The extortionist was menaced by the legislator.,-48.43624496459961,10
tensor(352),The artist portrayed the philosopher.,-36.603450775146484,6
tensor(353),The philosopher portrayed the artist.,-39.15861511230469,6
tensor(354),The philosopher was portrayed by the artist.,-39.94180679321289,8
tensor(355),The artist was portrayed by the philosopher.,-39.42658615112305,8
tensor(356),The painter depicted the thinker.,-41.92649459838867,6
tensor(357),The thinker depicted the painter.,-45.591224670410156,6
tensor(358),The thinker was depicted by the painter.,-43.66057586669922,8
tensor(359),The painter was depicted by the thinker.,-45.91200256347656,8
tensor(360),The mechanic berated the intern.,-41.23701477050781,7
tensor(361),The intern berated the mechanic.,-43.09663391113281,7
tensor(362),The intern was berated by the mechanic.,-45.46698760986328,9
tensor(363),The mechanic was berated by the intern.,-43.627689361572266,9
tensor(364),The technician rebuked the aide.,-38.96552276611328,7
tensor(365),The aide rebuked the technician.,-39.75743865966797,7
tensor(366),The aide was rebuked by the technician.,-42.85249328613281,9
tensor(367),The technician was rebuked by the aide.,-44.6806640625,9
tensor(368),The fairy enchanted the troll.,-38.18706130981445,6
tensor(369),The troll enchanted the fairy.,-44.1298713684082,6
tensor(370),The troll was enchanted by the fairy.,-41.584617614746094,8
tensor(371),The fairy was enchanted by the troll.,-40.43062210083008,8
tensor(372),The pixie mesmerized the ogre.,-52.599693298339844,8
tensor(373),The ogre mesmerized the pixie.,-48.60396194458008,8
tensor(374),The ogre was mesmerized by the pixie.,-42.05357360839844,10
tensor(375),The pixie was mesmerized by the ogre.,-45.45994567871094,10
tensor(376),The orderly assisted the dentist.,-48.321022033691406,6
tensor(377),The dentist assisted the orderly.,-42.32720184326172,6
tensor(378),The dentist was assisted by the orderly.,-39.924407958984375,8
tensor(379),The orderly was assisted by the dentist.,-44.17765808105469,8
tensor(380),The nurse helped the orthodontist.,-41.68474578857422,9
tensor(381),The orthodontist helped the nurse.,-39.04509353637695,9
tensor(382),The orthodontist was helped by the nurse.,-40.62391662597656,11
tensor(383),The nurse was helped by the orthodontist.,-44.31682586669922,11
tensor(384),The owner evicted the tenant.,-32.92439270019531,7
tensor(385),The tenant evicted the owner.,-35.179080963134766,7
tensor(386),The tenant was evicted by the owner.,-31.29474639892578,9
tensor(387),The owner was evicted by the tenant.,-34.18233871459961,9
tensor(388),The critic attacked the conservative.,-38.58786392211914,6
tensor(389),The conservative attacked the critic.,-40.75384521484375,6
tensor(390),The conservative was attacked by the critic.,-43.4781494140625,8
tensor(391),The critic was attacked by the conservative.,-41.179595947265625,8
tensor(392),The reviewer criticized the right-winger.,-47.40336608886719,9
tensor(393),The right-winger criticized the reviewer.,-43.30690002441406,9
tensor(394),The right-winger was criticized by the reviewer.,-44.88214111328125,11
tensor(395),The reviewer was criticized by the right-winger.,-50.73809051513672,11
tensor(396),The admirer badgered the director.,-45.528316497802734,8
tensor(397),The director badgered the admirer.,-44.34728240966797,8
tensor(398),The director was badgered by the admirer.,-49.09556579589844,10
tensor(399),The admirer was badgered by the director.,-45.43643569946289,10
tensor(400),The fan pestered the filmmaker.,-42.759586334228516,7
tensor(401),The filmmaker pestered the fan.,-42.987701416015625,7
tensor(402),The filmmaker was pestered by the fan.,-42.374237060546875,9
tensor(403),The fan was pestered by the filmmaker.,-43.48866653442383,9
tensor(404),The paramedic revived the youth.,-38.1072998046875,7
tensor(405),The youth revived the paramedic.,-46.253387451171875,7
tensor(406),The youth was revived by the paramedic.,-39.057395935058594,9
tensor(407),The paramedic was revived by the youth.,-42.597660064697266,9
tensor(408),The EMT resuscitated the youngster.,-39.03265380859375,8
tensor(409),The youngster resuscitated the EMT.,-50.643558502197266,8
tensor(410),The youngster was resuscitated by the EMT.,-42.56776809692383,10
tensor(411),The EMT was resuscitated by the youngster.,-46.13884735107422,10
tensor(412),The prankster duped the marketer.,-42.83511734008789,9
tensor(413),The marketer duped the prankster.,-45.11355972290039,9
tensor(414),The marketer was duped by the prankster.,-42.20624542236328,11
tensor(415),The prankster was duped by the marketer.,-44.39734649658203,11
tensor(416),The joker tricked the distributor.,-43.378414154052734,7
tensor(417),The distributor tricked the joker.,-48.20785140991211,7
tensor(418),The distributor was tricked by the joker.,-45.316612243652344,9
tensor(419),The joker was tricked by the distributor.,-45.17112731933594,9
tensor(420),The playboy courted the damsel.,-46.09172821044922,9
tensor(421),The damsel courted the playboy.,-50.74496078491211,9
tensor(422),The damsel was courted by the playboy.,-47.047210693359375,11
tensor(423),The playboy was courted by the damsel.,-49.11445617675781,11
tensor(424),The womanizer wooed the maiden.,-49.918819427490234,8
tensor(425),The maiden wooed the womanizer.,-53.28316116333008,8
tensor(426),The maiden was wooed by the womanizer.,-51.62530517578125,10
tensor(427),The womanizer was wooed by the maiden.,-51.70293045043945,10
tensor(428),The nomad cherished the clergyman.,-49.70884704589844,8
tensor(429),The clergyman cherished the nomad.,-49.717105865478516,8
tensor(430),The clergyman was cherished by the nomad.,-51.84906005859375,10
tensor(431),The nomad was cherished by the clergyman.,-52.90166091918945,10
tensor(432),The vagabond revered the priest.,-47.59336853027344,8
tensor(433),The priest revered the vagabond.,-44.462135314941406,8
tensor(434),The priest was revered by the vagabond.,-45.88678741455078,10
tensor(435),The vagabond was revered by the priest.,-49.096858978271484,10
tensor(436),The assassin shot the statesman.,-37.88588333129883,7
tensor(437),The statesman shot the assassin.,-40.25535583496094,7
tensor(438),The statesman was shot by the assassin.,-41.38862609863281,9
tensor(439),The assassin was shot by the statesman.,-40.219730377197266,9
tensor(440),The hit man killed the politician.,-40.20280456542969,7
tensor(441),The politician killed the hit man.,-42.852359771728516,7
tensor(442),The politician was killed by the hit man.,-41.207115173339844,9
tensor(443),The hit man was killed by the politician.,-41.3397216796875,9
tensor(444),The clerk charged the elderly person.,-45.24098587036133,7
tensor(445),The elderly person charged the clerk.,-44.72507095336914,7
tensor(446),The elderly person was charged by the clerk.,-43.73698425292969,9
tensor(447),The clerk was charged by the elderly person.,-46.642581939697266,9
tensor(448),The cashier billed the senior citizen.,-43.93811798095703,8
tensor(449),The senior citizen billed the cashier.,-43.93732452392578,8
tensor(450),The senior citizen was billed by the cashier.,-46.56869125366211,10
tensor(451),The cashier was billed by the senior citizen.,-46.25074768066406,10
tensor(452),The mediator rescued the hostage.,-38.30079650878906,7
tensor(453),The hostage rescued the mediator.,-44.91363525390625,7
tensor(454),The hostage was rescued by the mediator.,-42.126712799072266,9
tensor(455),The mediator was rescued by the hostage.,-43.7706298828125,9
tensor(456),The negotiator saved the captive.,-41.302978515625,6
tensor(457),The captive saved the negotiator.,-44.02107238769531,6
tensor(458),The captive was saved by the negotiator.,-44.407169342041016,8
