sentence id,sentence,PLL score,nr. of tokens
tensor(37),The liquor supplied the supervisor.,-45.145503997802734,6
tensor(38),The liquor was supplied by the supervisor.,-42.07081604003906,8
tensor(39),The supervisor was supplied by the liquor.,-48.59568786621094,8
tensor(40),The overseer provided the alcohol.,-37.78010177612305,7
tensor(41),The alcohol provided the overseer.,-41.656700134277344,7
tensor(42),The alcohol was provided by the overseer.,-42.696022033691406,9
tensor(43),The overseer was provided by the alcohol.,-45.7835693359375,9
tensor(44),The troublemaker crashed the car.,-39.41178512573242,7
tensor(45),The car crashed the troublemaker.,-40.37309265136719,7
tensor(46),The car was crashed by the troublemaker.,-41.44785690307617,9
tensor(47),The troublemaker was crashed by the car.,-46.1561393737793,9
tensor(48),The hooligan wrecked the vehicle.,-40.60844421386719,8
tensor(49),The vehicle wrecked the hooligan.,-44.78907012939453,8
tensor(50),The vehicle was wrecked by the hooligan.,-40.550559997558594,10
tensor(51),The hooligan was wrecked by the vehicle.,-46.141475677490234,10
tensor(52),The repairman fixed the tap.,-37.553279876708984,7
tensor(53),The tap fixed the repairman.,-43.541748046875,7
tensor(54),The tap was fixed by the repairman.,-40.853031158447266,9
tensor(55),The repairman was fixed by the tap.,-46.56633377075195,9
tensor(56),The handyman repaired the faucet.,-40.24656295776367,9
tensor(57),The faucet repaired the handyman.,-48.727943420410156,9
tensor(58),The faucet was repaired by the handyman.,-42.15138244628906,11
tensor(59),The handyman was repaired by the faucet.,-51.824703216552734,11
tensor(60),The secretary organized the desk.,-41.04301834106445,6
tensor(61),The desk organized the secretary.,-40.75603485107422,6
tensor(62),The desk was organized by the secretary.,-36.6501350402832,8
tensor(63),The secretary was organized by the desk.,-47.29300308227539,8
tensor(64),The receptionist tidied the table.,-35.37625503540039,8
tensor(65),The table tidied the receptionist.,-48.095577239990234,8
tensor(66),The table was tidied by the receptionist.,-41.79637145996094,10
tensor(67),The receptionist was tidied by the table.,-47.853336334228516,10
tensor(68),The pilot steered the airplane.,-35.29778289794922,6
tensor(69),The airplane steered the pilot.,-39.2264518737793,6
tensor(70),The airplane was steered by the pilot.,-34.26244354248047,8
tensor(71),The pilot was steered by the airplane.,-38.591796875,8
tensor(72),The aviator maneuvered the jet.,-40.68150329589844,8
tensor(73),The jet maneuvered the aviator.,-49.28303146362305,8
tensor(74),The jet was maneuvered by the aviator.,-45.312435150146484,10
tensor(75),The aviator was maneuvered by the jet.,-47.150455474853516,10
tensor(76),The chef sauteed the squid.,-40.63365936279297,8
tensor(77),The squid sauteed the chef.,-49.114410400390625,8
tensor(78),The squid was sauteed by the chef.,-50.18381118774414,10
tensor(79),The chef was sauteed by the squid.,-53.77934646606445,10
tensor(80),The cook grilled the octopus.,-36.81853103637695,7
tensor(81),The octopus grilled the cook.,-42.334495544433594,7
tensor(82),The octopus was grilled by the cook.,-42.138763427734375,9
tensor(83),The cook was grilled by the octopus.,-41.61422348022461,9
tensor(84),The ship captain promised the triumph.,-43.041324615478516,7
tensor(85),The triumph promised the ship captain.,-50.165489196777344,7
tensor(86),The triumph was promised by the ship captain.,-47.073204040527344,9
tensor(87),The ship captain was promised by the triumph.,-53.842071533203125,9
tensor(88),The skipper guaranteed the victory.,-38.89421081542969,7
tensor(89),The victory guaranteed the skipper.,-42.17464065551758,7
tensor(90),The victory was guaranteed by the skipper.,-40.2581672668457,9
tensor(91),The skipper was guaranteed by the victory.,-49.502498626708984,9
tensor(92),The milliner adorned the fedora.,-49.90142822265625,8
tensor(93),The fedora adorned the milliner.,-47.30769348144531,8
tensor(94),The fedora was adorned by the milliner.,-49.223167419433594,10
tensor(95),The milliner was adorned by the fedora.,-53.89051055908203,10
tensor(96),The hatter decorated the bowler.,-48.74909591674805,8
tensor(97),The bowler decorated the hatter.,-50.56951904296875,8
tensor(98),The bowler was decorated by the hatter.,-49.83850860595703,10
tensor(99),The hatter was decorated by the bowler.,-50.03133010864258,10
tensor(100),The serviceman hoisted the flag.,-33.444740295410156,8
tensor(101),The flag hoisted the serviceman.,-41.556243896484375,8
tensor(102),The flag was hoisted by the serviceman.,-39.55888366699219,10
tensor(103),The serviceman was hoisted by the flag.,-39.78908920288086,10
tensor(104),The soldier raised the banner.,-29.437076568603516,6
tensor(105),The banner raised the soldier.,-40.70122528076172,6
tensor(106),The banner was raised by the soldier.,-38.92821502685547,8
tensor(107),The soldier was raised by the banner.,-44.76774978637695,8
tensor(108),The agent failed the mission.,-34.06648635864258,6
tensor(109),The mission failed the agent.,-40.30232238769531,6
tensor(110),The mission was failed by the agent.,-39.56293869018555,8
tensor(111),The agent was failed by the mission.,-42.11001968383789,8
tensor(112),The operative blew the assignment.,-40.59321975708008,6
tensor(113),The assignment blew the operative.,-47.74919509887695,6
tensor(114),The assignment was blown by the operative.,-47.1473388671875,8
tensor(115),The operative was blown by the assignment.,-45.98778533935547,8
tensor(116),The anchorman garbled the expression.,-43.346405029296875,8
tensor(117),The expression garbled the anchorman.,-48.733009338378906,8
tensor(118),The expression was garbled by the anchorman.,-45.43697738647461,10
tensor(119),The anchorman was garbled by the expression.,-50.73767852783203,10
tensor(120),The announcer mispronounced the word.,-30.577960968017578,8
tensor(121),The word mispronounced the announcer.,-42.58269500732422,8
tensor(122),The word was mispronounced by the announcer.,-35.2225341796875,10
tensor(123),The announcer was mispronounced by the word.,-44.488609313964844,10
tensor(124),The author finished the novel.,-28.934314727783203,6
tensor(125),The novel finished the author.,-38.19111251831055,6
tensor(126),The novel was finished by the author.,-35.79515838623047,8
tensor(127),The author was finished by the novel.,-38.55466842651367,8
tensor(128),The writer completed the book.,-30.135292053222656,6
tensor(129),The book completed the writer.,-37.22950744628906,6
tensor(130),The book was completed by the writer.,-33.48935317993164,8
tensor(131),The writer was completed by the book.,-37.810028076171875,8
tensor(132),The financier sponsored the project.,-37.30546569824219,8
tensor(133),The project sponsored the financier.,-42.544227600097656,8
tensor(134),The project was sponsored by the financier.,-37.25123977661133,10
tensor(135),The financier was sponsored by the project.,-43.97245407104492,10
tensor(136),The banker funded the program.,-36.008575439453125,6
tensor(137),The program funded the banker.,-41.24315643310547,6
tensor(138),The program was funded by the banker.,-37.742271423339844,8
tensor(139),The banker was funded by the program.,-42.411224365234375,8
tensor(140),The tourist exited the bus.,-35.20726013183594,6
tensor(141),The bus exited the tourist.,-41.02245330810547,6
tensor(142),The bus was exited by the tourist.,-44.48298645019531,8
tensor(143),The tourist was exited by the bus.,-44.28120803833008,8
tensor(144),The vacationer left the shuttle.,-42.77410125732422,7
tensor(145),The shuttle left the vacationer.,-45.18272018432617,7
tensor(146),The shuttle was left by the vacationer.,-47.68061447143555,9
tensor(147),The vacationer was left by the shuttle.,-47.55891418457031,9
tensor(148),The dietitian loathed the jam.,-45.64512634277344,9
tensor(149),The jam loathed the dietitian.,-49.645870208740234,9
tensor(150),The jam was loathed by the dietitian.,-52.24321365356445,11
tensor(151),The dietitian was loathed by the jam.,-54.66450500488281,11
tensor(152),The nutritionist detested the marmalade.,-43.324031829833984,10
tensor(153),The marmalade detested the nutritionist.,-50.947933197021484,10
tensor(154),The marmalade was detested by the nutritionist.,-50.29827117919922,12
tensor(155),The nutritionist was detested by the marmalade.,-55.35780334472656,12
tensor(156),The scientist discovered the cure.,-34.34942626953125,6
tensor(157),The cure discovered the scientist.,-40.667381286621094,6
tensor(158),The cure was discovered by the scientist.,-35.879268646240234,8
tensor(159),The scientist was discovered by the cure.,-45.19630813598633,8
tensor(160),The researcher found the remedy.,-35.8656120300293,6
tensor(161),The remedy found the researcher.,-38.47157287597656,6
tensor(162),The remedy was found by the researcher.,-36.66854476928711,8
tensor(163),The researcher was found by the remedy.,-44.999271392822266,8
tensor(164),The doctor closed the school.,-31.567302703857422,6
tensor(165),The school closed the doctor.,-35.748348236083984,6
tensor(166),The school was closed by the doctor.,-33.96031188964844,8
tensor(167),The doctor was closed by the school.,-37.639122009277344,8
tensor(168),The maid lifted the cushion.,-36.17386245727539,6
tensor(169),The cushion lifted the maid.,-43.367305755615234,6
tensor(170),The cushion was lifted by the maid.,-41.91054153442383,8
tensor(171),The maid was lifted by the cushion.,-40.97835159301758,8
tensor(172),The servant wiped the sink.,-39.45784378051758,6
tensor(173),The sink wiped the servant.,-47.35658264160156,6
tensor(174),The sink was wiped by the servant.,-46.23555374145508,8
tensor(175),The servant was wiped by the sink.,-44.339962005615234,8
tensor(176),The domestic cleaned the wash basin.,-50.68745422363281,7
tensor(177),The wash basin cleaned the domestic.,-50.253509521484375,7
tensor(178),The wash basin was cleaned by the domestic.,-49.723045349121094,9
tensor(179),The domestic was cleaned by the wash basin.,-51.39225387573242,9
tensor(180),The friend donned the pullover.,-40.12907791137695,8
tensor(181),The pullover donned the friend.,-50.362159729003906,8
tensor(182),The pullover was donned by the friend.,-48.74872589111328,10
tensor(183),The friend was donned by the pullover.,-53.03969955444336,10
tensor(184),The convalescent took the pill.,-41.320064544677734,8
tensor(185),The pill took the convalescent.,-43.869972229003906,8
tensor(186),The pill was taken by the convalescent.,-43.733219146728516,10
tensor(187),The convalescent was taken by the pill.,-50.698997497558594,10
tensor(188),The patient swallowed the medicine.,-29.216835021972656,6
tensor(189),The medicine swallowed the patient.,-34.87165832519531,6
tensor(190),The medicine was swallowed by the patient.,-32.556617736816406,8
tensor(191),The patient was swallowed by the medicine.,-36.53714370727539,8
tensor(192),The hoarder hid the stash.,-36.46688461303711,7
tensor(193),The stash hid the hoarder.,-41.1884651184082,7
tensor(194),The stash was hidden by the hoarder.,-40.489986419677734,9
tensor(195),The hoarder was hidden by the stash.,-44.44902038574219,9
tensor(196),The packrat concealed the stockpile.,-47.957427978515625,7
tensor(197),The stockpile concealed the packrat.,-55.040584564208984,7
tensor(198),The stockpile was concealed by the packrat.,-53.123111724853516,9
tensor(199),The packrat was concealed by the stockpile.,-52.22019958496094,9
tensor(200),The reporter abandoned the story.,-30.696613311767578,6
tensor(201),The story abandoned the reporter.,-37.188812255859375,6
tensor(202),The story was abandoned by the reporter.,-35.668067932128906,8
tensor(203),The reporter was abandoned by the story.,-36.68649673461914,8
tensor(204),The journalist ditched the article.,-37.13615036010742,7
tensor(205),The article ditched the journalist.,-42.949501037597656,7
tensor(206),The article was ditched by the journalist.,-39.36669158935547,9
tensor(207),The journalist was ditched by the article.,-42.31635665893555,9
tensor(208),The carnivore ate the steak.,-34.789710998535156,7
tensor(209),The steak ate the carnivore.,-37.573204040527344,7
tensor(210),The steak was eaten by the carnivore.,-39.81781005859375,9
tensor(211),The carnivore was eaten by the steak.,-45.116981506347656,9
tensor(212),The meat-eater devoured the filet.,-43.73311996459961,11
tensor(213),The filet devoured the meat-eater.,-57.280181884765625,11
tensor(214),The filet was devoured by the meat-eater.,-53.32862854003906,13
tensor(215),The meat-eater was devoured by the filet.,-49.75855255126953,13
tensor(216),The man drank the soda.,-31.429473876953125,6
tensor(217),The soda drank the man.,-36.4359016418457,6
tensor(218),The soda was drunk by the man.,-37.968685150146484,8
tensor(219),The man was drunk by the soda.,-37.88096237182617,8
tensor(220),The teacher bought the laptop.,-33.23932647705078,6
tensor(221),The laptop bought the teacher.,-39.37739944458008,6
tensor(222),The laptop was bought by the teacher.,-35.17681884765625,8
tensor(223),The teacher was bought by the laptop.,-43.541080474853516,8
tensor(224),The instructor purchased the computer.,-35.462318420410156,6
tensor(225),The computer purchased the instructor.,-42.27276611328125,6
tensor(226),The computer was purchased by the instructor.,-38.37140655517578,8
tensor(227),The instructor was purchased by the computer.,-43.296627044677734,8
tensor(228),The lady cooked the supper.,-32.633304595947266,6
tensor(229),The supper cooked the lady.,-40.728397369384766,6
tensor(230),The supper was cooked by the lady.,-37.195823669433594,8
tensor(231),The lady was cooked by the supper.,-43.336795806884766,8
tensor(232),The woman prepared the dinner.,-29.367284774780273,6
tensor(233),The dinner prepared the woman.,-37.31386184692383,6
tensor(234),The dinner was prepared by the woman.,-34.127655029296875,8
tensor(235),The woman was prepared by the dinner.,-41.28401184082031,8
tensor(236),The traveler lost the souvenir.,-37.29423904418945,7
tensor(237),The souvenir lost the traveler.,-44.84263229370117,7
tensor(238),The souvenir was lost by the traveler.,-44.57327651977539,9
tensor(239),The traveler was lost by the souvenir.,-48.900508880615234,9
tensor(240),The sightseer misplaced the memento.,-48.26710891723633,10
tensor(241),The memento misplaced the sightseer.,-55.2598762512207,10
tensor(242),The memento was misplaced by the sightseer.,-49.17757034301758,12
tensor(243),The sightseer was misplaced by the memento.,-58.375118255615234,12
tensor(244),The comedian confirmed the itinerary.,-40.39338684082031,7
tensor(245),The itinerary confirmed the comedian.,-41.80170822143555,7
tensor(246),The itinerary was confirmed by the comedian.,-40.44648361206055,9
tensor(247),The comedian was confirmed by the itinerary.,-45.1077995300293,9
tensor(248),The humorist verified the schedule.,-46.717491149902344,7
tensor(249),The schedule verified the humorist.,-50.893768310546875,7
tensor(250),The schedule was verified by the humorist.,-48.35821533203125,9
tensor(251),The humorist was verified by the schedule.,-52.532470703125,9
tensor(252),The woodworker skimmed the brochure.,-47.00119400024414,9
tensor(253),The brochure skimmed the woodworker.,-53.487876892089844,9
tensor(254),The brochure was skimmed by the woodworker.,-49.703697204589844,11
tensor(255),The woodworker was skimmed by the brochure.,-56.4002685546875,11
tensor(256),The guide reached the target.,-34.23749542236328,6
tensor(257),The target reached the guide.,-38.206478118896484,6
tensor(258),The target was reached by the guide.,-40.575279235839844,8
tensor(259),The guide was reached by the target.,-43.6326789855957,8
tensor(260),The townsperson farmed the grain.,-44.82304382324219,9
tensor(261),The grain farmed the townsperson.,-53.8831787109375,9
tensor(262),The grain was farmed by the townsperson.,-51.40555191040039,11
tensor(263),The townsperson was farmed by the grain.,-56.97661209106445,11
tensor(264),The villager cultivated the crop.,-38.820404052734375,7
tensor(265),The crop cultivated the villager.,-45.53683853149414,7
tensor(266),The crop was cultivated by the villager.,-41.366920471191406,9
tensor(267),The villager was cultivated by the crop.,-49.189083099365234,9
tensor(268),The mentor revised the manuscript.,-38.842105865478516,6
tensor(269),The manuscript revised the mentor.,-45.11842346191406,6
tensor(270),The manuscript was revised by the mentor.,-38.238243103027344,8
tensor(271),The mentor was revised by the manuscript.,-47.38385772705078,8
tensor(272),The advisor edited the paper.,-35.24405288696289,6
tensor(273),The paper edited the advisor.,-44.76591110229492,6
tensor(274),The paper was edited by the advisor.,-36.92793655395508,8
tensor(275),The advisor was edited by the paper.,-43.240081787109375,8
tensor(276),The accountant made the chart.,-36.44536209106445,6
tensor(277),The chart made the accountant.,-47.851383209228516,6
tensor(278),The chart was made by the accountant.,-39.8897590637207,8
tensor(279),The accountant was made by the chart.,-52.428340911865234,8
tensor(280),The bookkeeper created the graph.,-38.239383697509766,7
tensor(281),The graph created the bookkeeper.,-45.3117790222168,7
tensor(282),The graph was created by the bookkeeper.,-41.450862884521484,9
tensor(283),The bookkeeper was created by the graph.,-47.49635696411133,9
tensor(284),The logger felled the pine tree.,-40.95231246948242,8
tensor(285),The pine tree felled the logger.,-43.83331298828125,8
tensor(286),The pine tree was felled by the logger.,-42.030616760253906,10
tensor(287),The logger was felled by the pine tree.,-45.069454193115234,10
tensor(288),The tycoon ran the company.,-32.27919006347656,7
tensor(289),The company ran the tycoon.,-38.1297721862793,7
tensor(290),The company was run by the tycoon.,-36.063385009765625,9
tensor(291),The tycoon was run by the company.,-44.62972640991211,9
tensor(292),The mogul governed the corporation.,-44.475460052490234,6
tensor(293),The corporation governed the mogul.,-43.74763870239258,6
tensor(294),The corporation was governed by the mogul.,-42.689815521240234,8
tensor(295),The mogul was governed by the corporation.,-48.20109176635742,8
tensor(296),The campaigner biased the ballot.,-43.09726333618164,6
tensor(297),The ballot biased the campaigner.,-49.295799255371094,6
tensor(298),The ballot was biased by the campaigner.,-48.11824035644531,8
tensor(299),The campaigner was biased by the ballot.,-49.87223434448242,8
tensor(300),The activist prejudiced the vote.,-40.313011169433594,7
tensor(301),The vote prejudiced the activist.,-44.346038818359375,7
tensor(302),The vote was prejudiced by the activist.,-47.11427688598633,9
tensor(303),The activist was prejudiced by the vote.,-46.148231506347656,9
tensor(304),The stewardess pulled the suitcase.,-35.93320846557617,8
tensor(305),The suitcase pulled the stewardess.,-42.219207763671875,8
tensor(306),The suitcase was pulled by the stewardess.,-41.73204040527344,10
tensor(307),The stewardess was pulled by the suitcase.,-41.2975959777832,10
tensor(308),The flight-attendant dragged the luggage.,-47.8394889831543,9
tensor(309),The luggage dragged the flight-attendant.,-53.25963592529297,9
tensor(310),The luggage was dragged by the flight-attendant.,-54.23740768432617,11
tensor(311),The flight-attendant was dragged by the luggage.,-48.05804443359375,11
tensor(312),The congressman delivered the speech.,-31.26224136352539,6
tensor(313),The speech delivered the congressman.,-40.41443634033203,6
tensor(314),The speech was delivered by the congressman.,-32.538516998291016,8
tensor(315),The congressman was delivered by the speech.,-46.26438522338867,8
tensor(316),The representative gave the address.,-31.729324340820312,6
tensor(317),The address gave the representative.,-38.735626220703125,6
tensor(318),The address was given by the representative.,-35.50131607055664,8
tensor(319),The representative was given by the address.,-43.17967987060547,8
tensor(320),The sheriff inspected the estate.,-38.14323043823242,6
tensor(321),The estate inspected the sheriff.,-45.450469970703125,6
tensor(322),The estate was inspected by the sheriff.,-38.31865692138672,8
tensor(323),The sheriff was inspected by the estate.,-46.56025314331055,8
tensor(324),The constable examined the property.,-34.732601165771484,7
tensor(325),The property examined the constable.,-46.60932159423828,7
tensor(326),The property was examined by the constable.,-37.29621124267578,9
tensor(327),The constable was examined by the property.,-46.571266174316406,9
tensor(328),The celebrity signed the photograph.,-36.059566497802734,6
tensor(329),The photograph signed the celebrity.,-41.17927551269531,6
tensor(330),The photograph was signed by the celebrity.,-37.615360260009766,8
tensor(331),The celebrity was signed by the photograph.,-45.43361282348633,8
tensor(332),The star autographed the picture.,-39.3076171875,7
tensor(333),The picture autographed the star.,-44.7454719543457,7
tensor(334),The picture was autographed by the star.,-36.300804138183594,9
tensor(335),The star was autographed by the picture.,-44.29655456542969,9
tensor(336),The nanny tutored the boy.,-36.343284606933594,8
tensor(337),The boy tutored the nanny.,-35.32473373413086,8
tensor(338),The boy was tutored by the nanny.,-37.388031005859375,10
tensor(339),The nanny was tutored by the boy.,-41.08708572387695,10
tensor(340),The governess instructed the lad.,-38.65846252441406,7
tensor(341),The lad instructed the governess.,-44.8553581237793,7
tensor(342),The lad was instructed by the governess.,-44.87440872192383,9
tensor(343),The governess was instructed by the lad.,-42.60628890991211,9
tensor(344),The blackmailer threatened the senator.,-38.153114318847656,7
tensor(345),The senator threatened the blackmailer.,-41.19657897949219,7
tensor(346),The senator was threatened by the blackmailer.,-41.90299987792969,9
tensor(347),The blackmailer was threatened by the senator.,-43.831878662109375,9
tensor(348),The extortionist menaced the legislator.,-51.314632415771484,8
tensor(349),The legislator menaced the extortionist.,-49.12602996826172,8
tensor(350),The legislator was menaced by the extortionist.,-49.68383026123047,10
tensor(351),The extortionist was menaced by the legislator.,-53.5460090637207,10
tensor(352),The artist portrayed the philosopher.,-34.83380889892578,6
tensor(353),The philosopher portrayed the artist.,-40.33513641357422,6
tensor(354),The philosopher was portrayed by the artist.,-41.29427719116211,8
tensor(355),The artist was portrayed by the philosopher.,-41.359901428222656,8
tensor(356),The painter depicted the thinker.,-41.57174301147461,6
tensor(357),The thinker depicted the painter.,-44.65906524658203,6
tensor(358),The thinker was depicted by the painter.,-42.75712585449219,8
tensor(359),The painter was depicted by the thinker.,-45.63292694091797,8
tensor(360),The mechanic berated the intern.,-41.69072723388672,7
tensor(361),The intern berated the mechanic.,-44.41419982910156,7
tensor(362),The intern was berated by the mechanic.,-44.391639709472656,9
tensor(363),The mechanic was berated by the intern.,-45.607322692871094,9
tensor(364),The technician rebuked the aide.,-40.42864227294922,7
tensor(365),The aide rebuked the technician.,-42.11958312988281,7
tensor(366),The aide was rebuked by the technician.,-43.931461334228516,9
tensor(367),The technician was rebuked by the aide.,-44.05877685546875,9
tensor(368),The fairy enchanted the troll.,-38.22686767578125,6
tensor(369),The troll enchanted the fairy.,-41.944480895996094,6
tensor(370),The troll was enchanted by the fairy.,-39.98303985595703,8
tensor(371),The fairy was enchanted by the troll.,-39.69740676879883,8
tensor(372),The pixie mesmerized the ogre.,-48.43032455444336,8
tensor(373),The ogre mesmerized the pixie.,-44.32380676269531,8
tensor(374),The ogre was mesmerized by the pixie.,-41.36261749267578,10
tensor(375),The pixie was mesmerized by the ogre.,-46.402225494384766,10
tensor(376),The orderly assisted the dentist.,-51.789344787597656,6
tensor(377),The dentist assisted the orderly.,-40.52351760864258,6
tensor(378),The dentist was assisted by the orderly.,-41.0123405456543,8
tensor(379),The orderly was assisted by the dentist.,-46.68777847290039,8
tensor(380),The nurse helped the orthodontist.,-43.164344787597656,9
tensor(381),The orthodontist helped the nurse.,-40.29417419433594,9
tensor(382),The orthodontist was helped by the nurse.,-40.70695495605469,11
tensor(383),The nurse was helped by the orthodontist.,-43.51599884033203,11
tensor(384),The owner evicted the tenant.,-32.79232406616211,7
tensor(385),The tenant evicted the owner.,-35.70553207397461,7
tensor(386),The tenant was evicted by the owner.,-33.644447326660156,9
tensor(387),The owner was evicted by the tenant.,-35.5550537109375,9
tensor(388),The critic attacked the conservative.,-38.5851936340332,6
tensor(389),The conservative attacked the critic.,-42.01866912841797,6
tensor(390),The conservative was attacked by the critic.,-42.69314193725586,8
tensor(391),The critic was attacked by the conservative.,-39.66756057739258,8
tensor(392),The reviewer criticized the right-winger.,-46.987483978271484,9
tensor(393),The right-winger criticized the reviewer.,-45.650390625,9
tensor(394),The right-winger was criticized by the reviewer.,-48.4933967590332,11
tensor(395),The reviewer was criticized by the right-winger.,-48.58356857299805,11
tensor(396),The admirer badgered the director.,-45.83433532714844,8
tensor(397),The director badgered the admirer.,-49.08399200439453,8
tensor(398),The director was badgered by the admirer.,-51.057960510253906,10
tensor(399),The admirer was badgered by the director.,-45.756317138671875,10
tensor(400),The fan pestered the filmmaker.,-49.690731048583984,7
tensor(401),The filmmaker pestered the fan.,-42.606040954589844,7
tensor(402),The filmmaker was pestered by the fan.,-42.723690032958984,9
tensor(403),The fan was pestered by the filmmaker.,-44.430931091308594,9
tensor(404),The paramedic revived the youth.,-39.441280364990234,7
tensor(405),The youth revived the paramedic.,-44.70881652832031,7
tensor(406),The youth was revived by the paramedic.,-39.20378875732422,9
tensor(407),The paramedic was revived by the youth.,-42.82687759399414,9
tensor(408),The EMT resuscitated the youngster.,-39.54481887817383,8
tensor(409),The youngster resuscitated the EMT.,-49.39241409301758,8
tensor(410),The youngster was resuscitated by the EMT.,-43.61732864379883,10
tensor(411),The EMT was resuscitated by the youngster.,-45.970157623291016,10
tensor(412),The prankster duped the marketer.,-43.12096405029297,9
tensor(413),The marketer duped the prankster.,-43.958641052246094,9
tensor(414),The marketer was duped by the prankster.,-41.32290267944336,11
tensor(415),The prankster was duped by the marketer.,-45.69512176513672,11
tensor(416),The joker tricked the distributor.,-45.575767517089844,7
tensor(417),The distributor tricked the joker.,-46.120506286621094,7
tensor(418),The distributor was tricked by the joker.,-44.799373626708984,9
tensor(419),The joker was tricked by the distributor.,-44.77549743652344,9
tensor(420),The playboy courted the damsel.,-45.6486701965332,9
tensor(421),The damsel courted the playboy.,-48.08095169067383,9
tensor(422),The damsel was courted by the playboy.,-48.037864685058594,11
tensor(423),The playboy was courted by the damsel.,-46.92594909667969,11
tensor(424),The womanizer wooed the maiden.,-47.815650939941406,8
tensor(425),The maiden wooed the womanizer.,-53.468379974365234,8
tensor(426),The maiden was wooed by the womanizer.,-51.6540412902832,10
tensor(427),The womanizer was wooed by the maiden.,-51.631404876708984,10
tensor(428),The nomad cherished the clergyman.,-49.93027877807617,8
tensor(429),The clergyman cherished the nomad.,-48.29310989379883,8
tensor(430),The clergyman was cherished by the nomad.,-51.51584243774414,10
tensor(431),The nomad was cherished by the clergyman.,-50.64789962768555,10
tensor(432),The vagabond revered the priest.,-45.09941482543945,8
tensor(433),The priest revered the vagabond.,-43.06489562988281,8
tensor(434),The priest was revered by the vagabond.,-46.145198822021484,10
tensor(435),The vagabond was revered by the priest.,-42.86707305908203,10
tensor(436),The assassin shot the statesman.,-35.70892333984375,7
tensor(437),The statesman shot the assassin.,-42.05720520019531,7
tensor(438),The statesman was shot by the assassin.,-40.546966552734375,9
tensor(439),The assassin was shot by the statesman.,-39.58622360229492,9
tensor(440),The hit man killed the politician.,-39.804325103759766,7
tensor(441),The politician killed the hit man.,-37.741127014160156,7
tensor(442),The politician was killed by the hit man.,-39.948097229003906,9
tensor(443),The hit man was killed by the politician.,-42.064754486083984,9
tensor(444),The clerk charged the elderly person.,-45.00602722167969,7
tensor(445),The elderly person charged the clerk.,-45.50815963745117,7
tensor(446),The elderly person was charged by the clerk.,-42.43611145019531,9
tensor(447),The clerk was charged by the elderly person.,-45.52784729003906,9
tensor(448),The cashier billed the senior citizen.,-45.112056732177734,8
tensor(449),The senior citizen billed the cashier.,-47.2374153137207,8
tensor(450),The senior citizen was billed by the cashier.,-48.62827682495117,10
tensor(451),The cashier was billed by the senior citizen.,-48.82612991333008,10
tensor(452),The mediator rescued the hostage.,-38.20779037475586,7
tensor(453),The hostage rescued the mediator.,-45.456092834472656,7
tensor(454),The hostage was rescued by the mediator.,-43.7542724609375,9
tensor(455),The mediator was rescued by the hostage.,-43.370643615722656,9
tensor(456),The negotiator saved the captive.,-43.82819747924805,6
tensor(457),The captive saved the negotiator.,-44.15875244140625,6
tensor(458),The captive was saved by the negotiator.,-44.26813507080078,8
